c1,c2,text,For Class
8.00E+17,3/10/2018,!,
8.04E+17,3/10/2018,Isn??t she under investigation for this? She just made a short barrel rifle which is against the law,
8.16E+17,3/10/2018,_  Its not the Guns! How do the bullets leave the chamber? somebody has to have their !! And that's why we need common sense laws for,
8.21E+17,3/10/2018,Adorable and poignant.,
8.22E+17,3/10/2018,"Each Candidate has their own website, bio, and credentials discussing  or Not  or Not  or Not  or Not! This is Rick Saccone and this is Connor Lamb",
824209273,3/10/2018,This is amazing.     via,
8.24E+17,3/10/2018,Left: we call our  . Therefore u  cannot disparage them and our position is unassailable.,
8.30E+17,3/10/2018," The U.S. should control lead ammunition, because of the terrible side effects from accidental lead exposure. Billions of rounds of lead ammo sold to civilians means that the population is at higher risk of inadvertent lead poisoning. "", "" Lead bullets and its ultimate toxicity is also a menace to American citizens. We should consider controlling lead ammo, even if all-out gun control is impossible because of the NRA. "")",
8.31E+17,3/10/2018,Something stinks in . ---&gt;,
8.32E+17,3/10/2018," Possible Changes In   Program &  Laws, Carrie Geren Scoggins           "", "" Possible Changes In   Program &  Laws, Carrie Geren Scoggins          ===="", "" Possible Changes In   Program &  Laws, Carrie Geren Scoggins     "", 
""Covering  possible changes to Food Stamp program possible & gun laws.   ..."")",
8.40E+17,3/10/2018,Thomas Massie WARNING On ! This Is Something You Should NotBypass. Please Listen!via,
8.46E+17,3/10/2018,"  Possible Changes  &  Carrie Geren Scoggins  "", ""  Possible Changes  &  Carrie Geren Scoggins  "", ""  & Changes  &  Geren Scoggins                "")",
846779868,3/10/2018,The latest Randy Rainbow song parody -- KIDS!,
8.51E+17,3/10/2018,Harriet Tubman needed guns. Democrats wanted to take them away.,
8.52E+17,3/10/2018,"""The world has turned so upside down that the most public displays of   have come lately from late-night comedy host  who  talking about ??s  and .""",
864987638,3/10/2018,"Hey, students (and teachers!) who have walked out or are still planning a walkout at your high school because you want to protest / .. You like challenges? Here??s one another teacher is daring you to try.",
8.83E+17,3/10/2018,"_ Absolutely. Facebook banned   candidate Austin Petersen for an AR15 raffle, which is not something that violates their ToS. Also, facebook's COO happens to be a max donor to Austin's competitor, Claire McCaskill",
8.88E+17,3/10/2018,Probably one of the best statements on  that I've heard yet!,
8.91E+17,3/10/2018,A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.,
8.92E+17,3/10/2018,Please watch this video about  and .,
8.94E+17,3/10/2018,A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.,
903573259,3/10/2018,"only if ""common sense"" was more common...  why aren't MORE & MORE  speaking & organizing protests ?  starts with",
9.08E+17,3/10/2018,The NRA is suing Florida for enacting gun control laws,
9.22E+17,3/10/2018,Imagine not knowing anything of  political actions over last year. Nothing about  .          The Man Who Knew Too Little,
9.23E+17,3/10/2018,"Ms. _Kirkpatrick I am sixty years  native, I Have Never Demanded  I Exercise my Right To Vote it's my duty along with protecting my   "", "" _Kirkpatrick You had to pay  to promote this tweet. Ms. Kirkpatrick I am sixty years  native, I Have Never Demanded  I Exercise my Right To Vote it's my duty along with protecting my "")",
9.25E+17,3/10/2018,So I came on here to be like ??what about gun control?? and it seems like everyone else did too!,
9.40E+17,3/10/2018,"Was it an AR-15 though? I am going to guess no. If it was, we would all know.",
9.48E+17,3/10/2018,! It's up to us to !     GOP,
9.59E+17,3/10/2018,"Happy birthday to The Dude, Walter, and Donnie! The big Lebowski turned 20 today!  you??re out of your element! Dude,  is NOT the issue here!",
9.60E+17,3/10/2018,The local school is allowing a walk out for  I am proud how my two teenagers are taking it upon themselves to protest the protest.,
9.60E+17,3/10/2018,For you Saturday afternoon entertainment...,
9.61E+17,3/10/2018,Seems that  founder  is throwing in with racists and anti-semites. Fascists still love  it seems.,
9.62E+17,3/10/2018,"Raising the age to 21 will be challenged legally and banning bump stocks is pointless theatrics. This covers up the true goal of all these  Bills... getting into your ??mental health??. This is WHY they changed healthcare and insurance too.    "", ""Even as we beg government to take guns from the ??mentally ill?? and get involved with the ??mental health?? of our children, do we know what that means? Know who decides what ??mentally ill?? is? Know what the DSM-5, err DSM-6 is?   ""
)",
9.67E+17,3/10/2018,This must be the only city in America without home owners with mental illness.,
9.72E+17,3/10/2018,"Pistol training. Teach your pistol not to intimidate others, and keep him on a leash.   .",
98993077,3/10/2018,"From the satire files ... kind of. Let's face, elements of left really think this stuff.",
998390136,3/10/2018,The problem with  Laws is that Criminals & Mentality Evil DON??T CARE ABOUT GUN CONTROL LAWS....,
107530007,3/11/2018,"After the Las Vegas shooting massacre, survival can be excruciating",
108341578,3/11/2018,"If Mississippi would invest in  &  &  ???? it might start catching up in safety for unborn children.... Right now, I wouldn??t trust this state with any children??- before or after they were born!",
108710843,3/11/2018,"_hoggs All the ??adults?? on this thread who are skeptical of a student knowing basics civics says a lot more about how little you learned in school than you mean it to. Crack open a book, folks!",
111899178,3/11/2018,"_National _NewEngland Ok, you started by retweeting a h1tler pic & quote. You then invoked ??atrocities?? in the context of  and . Please explain .",
1143762104,3/11/2018,_G_Fahey  _shir   _hoggs Here are some more  on Australia for you,
115161668,3/11/2018,brace for  as   take place across country,
115321327,3/11/2018,perhaps you could educate yourself & others on how some firearms actually function.,
1173618348,3/11/2018,"I disagree, I think  & Government Run Healthcare are much worse ideas."", "" hands down has most prohibitive  in entire country and it's done nothing to stop  mass shootings like  or  Legislating Law-Abiding U.S. Citizens Disarmed, Defenseless Victims at State & Fed Level = "", ""Sounds like every word of  ever written. Or that everything the government has ever imposed itself on is worse off than if they had done nothing at all."", 
""Please stop not so uber conservative Ronald Reagan as a Poster Boy for the Second Amendment &  he was a total hypocrite on  before & after this speech As Governor & POTUS he lobbied for & Signed Into Law some of the most henious  in US History to date"")",
1231619492,3/11/2018,The same people who want guns to protect themselves against a tyrannical government also call those who don??t support the president unamerican. Makes sense.,
123281100,3/11/2018,"_hoggs  Lauren.. you and your pals are amazing. You??ve managed to achieve in America what what no one else has with these new laws, corporate biz cancellations & this incredible  momentum. Don??t worry about the twitte",
123542694,3/11/2018,LEAP AHEAD. Get your news Sunday Nights at 8PM ET Tonight: The War Against America Comes Home Tune in. Get squared. Go forth prepared and fearless.,
126340223,3/11/2018,It is About Gun Control,
1276736990,3/11/2018,won't work... We need liberalism control...,
128360486,3/11/2018,--   --,
1320543264,3/11/2018,"Liberals Scream for Gun Control After Veterans Home Shooting, Miss One Huge Fact",
1325870978,3/11/2018,Also raise voting age to 21+!,
134103729,3/11/2018,has strict  laws too. You'd almost think they are ineffective.,
1362147254,3/11/2018,Currently changing work travel plans to sandwich the  between two other trips. So inspired by these young people who are changing the conversation on .,
138291578,3/11/2018,Are you a middle or high-school student who wants to learn how to effectively lobby elected officials around  ? Attend our free Student Organizing Workshop on 3/18.,
1388303040,3/11/2018,"David Bowie - Heroesvia  ""And the guns, shot above our heads",
1392996848,3/11/2018," is the most disgraceful human on the planet and 60 million idiots voted for him You all are shameful by association         "", ""Is this what  means by \""leading\""         "")",
1412064840,3/11/2018,"Media Making of Useful Idiots       "", ""Useful Idiots     "", ""AJAX STARGLIDER - EVIL CONTROL FREAKS             "")",
141991895,3/11/2018,backed    Colorado  blocking   in house.   cares more abt  than protecting our children  from   on  streets,
1455378018,3/11/2018,?,
146706066,3/11/2018,"BREAKING: China repeals term limits, meaning President Xi Jinping could rule indefinitely. And the enslaved people of  can??t argue about it, or do a damn thing about it, because *whispering* ??they don??t have a 2nd Amendment to protect a 1st Amendment.??",
1469604097,3/11/2018,"I am no fan of Jared Kushner, but even conservative-leaning members of the Modern Orthodox Jewish community tend to be strongly in favor of some amount of . It doesn't surprise me that he would donate to .",
147634420,3/11/2018,"the  are exploiting the Constitution of the United States. Those that complain about the Freedoms of Speech & Religion, are probably the ones all fired up over . America doesn't need the  for anyone in the public! Should totally be illegal!",
148934384,3/11/2018,"Don??t let fatigue set in. Change requires stamina, purpose and",
14905111,3/11/2018,"Jesus on Gun Control   "", "" I wrote this in response to an article written about you this last week.   "", "" I wrote this in response to something I saw written about you recently.   "")",
14911797,3/11/2018,I created a new  for my profile that reflects my  on  and my desire to work to enact an . Take a look and steal it if you want.,
150043315,3/11/2018," I'm disgusted.       "", "" What?... No boasting about how you implemented  by Executive Fiat that even  would not dare to do? You are not an Emperor, neither was your predecessor.    Unite! "", "" Long before  existed people were  using nothing more than: ?? Stiff Fingers ?? String ?? A rubber band ?? The belt loop of their pants It's a technique that cannot be banned! This ruling by executive fia""
)",
1537603994,3/11/2018,Fundamental Dishonesty is the corner stone of the  movement.,
15571365,3/11/2018,If an 18 year old wants a  there is a US contract they can sign to have one issued to them by the,
15801149,3/11/2018,Adorable and poignant.via  This is great!,
15808140,3/11/2018,Nothing God-like in this pedophile protecting action by the . Just like the  suing  over .,
15818913,3/11/2018,Wow. Everybody stay safe please. We need better  in this country.,
1583986518,3/11/2018,ICYMI: One of this week's editorial cartoons.,
15842438,3/11/2018,"She??s 5??1??, 110 lbs, shooting an AR-15 and learning gun safety. No bruised shoulder, no PTSD, and no desire to go shoot up a school. Get triggered lefties!",
1594867148,3/11/2018,"Good morning,  and  We need  "", ""Good morning,  We need  "", ""Good morning,  We need  "", ""Good morning,  We need  "")",
16155881,3/11/2018,Morning Consult Poll: Consumers Inflict Major PR Damage on corporations who cut ties with the,
164705941,3/11/2018,"Now, if we could just get the cowards in Congress to read and pay attention to this instead of the NYT and the other liberal fish wrappers. All lame stream media included.",
165071554,3/11/2018,". Desperate much? Some High School students eating your & the 's lunch. Your Owners can't be happy. Now you use implied threats against rational . When your wackos start shooting, you're all complicit & culpable. Every mass shooting using WMD's are on you!",
16508005,3/11/2018,President Donald Trump Suggests Death Penalty For Drug Dealers - maybe if  wants to copy laws from Singapore he can start with,
16569183,3/11/2018,One of the many reasons that the fight for  has to keep going,
16571969,3/11/2018,I had a great time joining  on Friday's Politics Tonight to discuss the wild week in politics. We talked    post  and even a little bit about my upcoming book. Thanks to everyone on the show!,
16669159,3/11/2018,ICYMI,
1668109656,3/11/2018,"A BOOMERS ??extra?? (c) stevenn beck, here??s \""COME CLEAN?? * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!             "", ""TODAY??S BOOMERS (c) stevenn beck, here??s \""HOOP CRAZED?? * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!            "", 
""BOOMERS??about the generation that was gong to \""change the world\"" - and INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""           "", ""TODAY??S BOOMERS (c) stevenn beck, here??s \""MY WAY * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!            "", 
""BOOMERS??about the generation that was gong to \""change the world\"" - and INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""           "", ""BOOMERS...re the generation that was gong to \""change the world\"" - and INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""           "", 
""MISS yesterday??s BOOMERS? (c) stevenn beck, here??s \""HOOP CRAZED?? * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!            "")",
17052001,3/11/2018,"The "" School Safety Act"" could allow public and private schools to create safety programs that enable teachers or staff members to carry guns on campus.",
1707521174,3/11/2018,vicenews     ??,
17081631,3/11/2018,"   "", ""2nd Amendment - Raise the Age?    "")",
1711708177,3/11/2018,"    "")",
17386686,3/11/2018,I have the answer to a few problems with one simple solution. The USA should introduce  at least monthly.,
174683948,3/11/2018,"Trump is right about one thing, GOP politicians are \""afraid of the NRA\"".   "", ""You know you're reaching when you have to target Michael Bloomberg as funding a socialist takeover of the United States.    "")",
174866706,3/11/2018,__Ananda  _iamme,
17529427,3/11/2018,Hear Congressman Massey blow whistle on  legislation being slipped into budget bill for next week's vote. Sneaky turds in DC. Raise hell.,
17580853,3/11/2018,on  re:  debate,
17717586,3/11/2018,The second amendment is not a commandment,
17793105,3/11/2018,"  Hogg is a Bloomberg stooge Reject the disarmist  nonsense (AKA ) agenda Ignore, disobey, and nullify"", ""_MoCowBell_     _Agent That's clearly a parody account, Kim. Play along with the ridiculous hyperbole, it's obviously to mock how stupid gun grabbing / cultists are."")",
18015116,3/11/2018,"Man, this video on the    Is so on point, nobody can even add any commentary! I must have done something right, if nobody has anything to add to such a controversial topic... ;-)",
18210270,3/11/2018,"Alabama is an ??open carry?? state meaning adult citizens can openly carry a firearm without the need to get a permit, but a gun cannot be openly carried in a vehicle. Read on for state's gun carry law",
18516532,3/11/2018,"An Open Letter From A Teacher To Students ""Walking Out""...",
18777241,3/11/2018,The  show it's  :. files lawsuit over,
1879644984,3/11/2018,"LOL that is what that means? WOw thats a stretch, but then again stretching the truth and lying about what people say is the only way  and  have anything to say.. ;)",
188760974,3/11/2018,":  ...In That Order!                   "", "":  Will Not Set \""Restrictions On The Sale Of Lawful Goods And Services\""               "", 
"":  Gov.  Signs Very Unconstitutional  Bill                "", "": The  Files  Over 's Unconstitutional  Law                ""
)",
19167941,3/11/2018,The  is a wholly owned subsidiary of the . All aimed at killing US for profits. They??re like a  group. Lets get the  out of government now.,
19452627,3/11/2018,This is great!,
20400757,3/11/2018,??Racism Is Driving Modern American Gun Culture?? by,
20658902,3/11/2018,United States Supreme Court: Make It Illegal For  To Take Contributions Or Endorsements From The  - Sign the !       via,
20993947,3/11/2018,"Here's How To Prevent The Next School Shooting, Experts Say",
21243049,3/11/2018,"In wake of latest school massacre,  lawmakers remain cautious about",
214668138,3/11/2018," is in way over his head.Meanwhile why are you 3 still GOP?    Become INDEPENDENTS;have CLOUT.STOP debacle ??         "", "" is in way over his head.Meanwhile why are you 3 still GOP?    Become INDEPENDENTS;have CLOUT.STOP  debacle          "", 
""Can we buy  a casino to run?He??s in way over his head.Meanwhile why are you 3 still GOP?    Become INDEPENDENTS;have CLOUT.STOP  debacle        "")",
21501951,3/11/2018,New post: Leftist Lexicon Word of the Weekby Thomas,
2163898081,3/11/2018,"If  is going to have Lumaj on as a serious candidate, they need to give equal time to every other far right wing nut.    &  all in 5min?!",
2178497382,3/11/2018,This gun was in the wild for 132 years. I shudder to think of all the people it killed during that time!,
21980238,3/11/2018,"Not OK. The real impact of training people to kill is huge, needs to be addressed. It is right here and close to home; majority of mass shooter situations are military trained.  3 women, suspect dead w/ hostage standoff at veterans home in CA",
2207756538,3/11/2018,As part of  ever victim of mass school shootings should have all medical costs paid by their state. Add this to the platform.,
2211935376,3/11/2018,it??s so scary to know I could??ve lost a friend today. always tell your loved ones how you feel & check up on them cause you never know when the last time is,
221546544,3/11/2018,Warning: Strategies Progressives Use for Instituting,
222870836,3/11/2018,Dr. Jenn Gonzales was pregnant,
2232613219,3/11/2018,Liberal logic!!,
2269177716,3/11/2018,came from  trying to keep  from having !  was a  from the Democrats.  was  fighting to keep  people !  put Blacks in ! Maybe,
2280848059,3/11/2018,_lover he's also wishywashy when it comes to  too because he's from a state with fairly loose gun laws. that is something that has always concerned me about him. the things we can all unite around are universal healthcare/ medicare for,
22959935,3/11/2018,"Wow this says something, when the votes are so hugely different.  "", ""      "")",
2300619144,3/11/2018,trump is lying to you!,
23153001,3/11/2018,"For   forum 2b successful, panel members should be forced to declare a side, then BARRED from using that side talking points!  people can't talk Gun Control,  people can't talk about Arming Teachers! ONLY WAY IT WILL BE SUCCESSFUL!! "", "".   &  lemmings Just NEED TO SHUT THE F*CK UP!!! Ur not solving the problem, JUST LINING UR POCKETS (both sides)!! REAL solutions or SHUT UP ALREADY!!!"")",
238902108,3/11/2018,"        The  should recognize the political climate and take a role leading the conversation on . Try axing some lownhanging fruit, like hi-cap mags & bu"", ""        After  Obama put Biden in charge of a  task force, that ultimately led to  writing an overly ambitious assault weapons ban. At th"", 
""        The  should work with Senate leaders to help draft  legislation that can hold up in court while not infringing on  because it??s what America wan"", ""        Even though some  ideas like 10 round magazines probably won??t have a significant effect of gun violence or mass shootings in America, it??s the kind"", 
""      The  leadership is now of the opinion that any compromise on  risks eroding the  and a possible future . Wayne LaPierre, as the face of the  is a very polari"")",
23894314,3/11/2018,Plz take :15 to sign this. Stop District 86 in Hinsdale from discipling students if they participate in a 17 minute walk out on March 14. This is an important teaching moment!,
2435581100,3/11/2018,"Come look as amazing as our Promo Model. VETERAN OWNED       "", ""I hope she can sue them. This is insane.      "", ""Thank you God and customer for this sale.         "")",
2464531234,3/11/2018,A long read but well worth it. While people like   & _kasky are calling for   is the only one saying .,
246500501,3/11/2018,was on fire last night-aside from the unnecessary swats at Impeachment Lady   soared-He was funny confident informed and formidable. If he pulls off this  initiative he should get the  No,
24782816,3/11/2018,Gun Confiscation Begins in Illinois,
249526045,3/11/2018,"_VanDyke   Like I keep saying, evil people kill, not depressed people. Most depressed people can't even get out of bed let alone plan, initiate and complete an act of violence.",
25021862,3/11/2018,"And no amount of  is going to stop that either. Why can't people get that through their heads? If anything, it is going to make the lawlessness worse!",
2515352413,3/11/2018,"4/ why does  enable a liar, womaniser, traitor rather than give one of their own the chance to lead with  ?  because they are  and .",
252264962,3/11/2018,Then on Monday it??s the ??Do nothing Congress ?? on  .,
252387749,3/11/2018,"Hear that ?  is the time for THAT conversation, despite what you and your paid-for politicians say. Now is the time for a national discussion about sensible . It??s also time for your influence to become a thing of the past.",
252794509,3/11/2018,"This man's son was killed in the Florida school shooting. "", ""School shootings are extraordinarily rare. Why is fear of them driving policy? by   "")",
25285479,3/11/2018,"Go Diane, we are behind you",
25778190,3/11/2018,"happened. The NRA still is primarily a firearm education and safety org, tasked to preserve and promote the shooting sports, but it has had to become more politically active over the years to counterbalance the constant erosion of",
258537744,3/11/2018,What if the  is allowing these ticking timebombs to do their evil deeds knowing that the masses will demand  . Unfortunately I do not believe they??re that inept but now a weaponized political tool of the leftist extremists hell bent on destroying,
25891824,3/11/2018,"It??s FOX NEWS,E!,and QVC combined for gun enthusiasts   Kenton, Kentucky",
26037348,3/11/2018,Good thing they wanna raise the age limit.,
26152490,3/11/2018,originally posted by  on FB: If only there had been a good 4 year old with a gun to stop him.,
2618384560,3/11/2018,Seeing this tweet makes me so sad it??s time for  and  to put their pride and politics aside and do what??s right,
26596190,3/11/2018,Ban bump stocks: Justice Department moves to make them illegal to own or sell,
266982555,3/11/2018,"If you are not watching   series, you need to. Truly opened my eyes to the flaws in the system regarding both  and . Such a powerful series addressing realities and misconceptions of the acts of gun violence in our country.",
2672899283,3/11/2018,Fighting for  for yrs   ThY mySupport,
270071408,3/11/2018,On this  let us not forget which alternative/reggae/rap/rock band was on the forefront of  advocacy way back in ??95.,
272832670,3/11/2018,"_Janise Fucking lol. A) most mall cops are rent-a-cops at best, B) one gun shot caused a gigantic panic for thousands in the second biggest city in the US, C) shooting through a crowd of people is incredibly reckless and no one was safer for it.",
27656522,3/11/2018,How long...          ??,
27712354,3/11/2018,NEW VIDEO! Gun Facts with Curtis Hoyt       (shot by ),
27927281,3/11/2018,I guess it's still too early to talk about  .,
281784899,3/11/2018,"The ""kids"" are all right! ""today??s young can freely access the most positive aspects of worldwide diversity""",
2826580150,3/11/2018,Seems  are the cause. Perhaps the only  we need is a political party questionnaire.,
2833177377,3/11/2018,Read this article. The whole thing. Then with a straight face tell me why AR-15??s should be readily accessible to citizens. I??m looking at you     zealots.,
2853734579,3/11/2018,"The anti-gun rhetoric continues, and no we are NOT getting behind any anti-gun anything, at any point, ever. Some ideas are harsher than others, but make no mistake: The end result is still the same.",
2858886167,3/11/2018,Very good read about,
28629837,3/11/2018,If an American citizen were willing to sign a petition calling for the creation of an army of American citizens to overthrow known war criminals I don't think they would also want to ban assault weapons.,
2883653149,3/11/2018,"_Infidel _LabRat  They are all praying to their  not Christ Jesus the Lord to save them... After all, their  can create  out of thin air, and dema",
29154355,3/11/2018,KEEP YOUR FOCUS!,
293090459,3/11/2018,Yes it is  NOW,
29584150,3/11/2018,"Sure!  is the  That is coming to  The  ! : Let's get what we want!  Free     Save  Save      Chuck Todd ""
)",
297561618,3/11/2018,"  is not the answer to a society that vaules a TREE over a CHILD  "", ""     is code for TYRANNY"")",
297795505,3/11/2018,"    "", ""  "")",
3006597155,3/11/2018,"If You're Trying To  The Least You Can Do Is Learn The Basics              "", "" Begins in . 1st they will come for young who will go to war with guns but can't go hunting or protect their families with them.           "")",
3027842598,3/11/2018,So are AR15.,
3031635662,3/11/2018,"WE THE PEOPLE of the USA to perform a more perfect union makes those decisions. How the  as a whole is acting, FAT CHANCE IN HELL.",
30999491,3/11/2018,"I never got around to watching  last week. So, maybe like a  warp. How I used the hour I lost... --but it's fantastic. ?? Re:  and  ?? Steel & Aluminum tariffs vs.  ...",
31203459,3/11/2018,"Allez, encore un effort ...   ... Trump??s Gun Plan Will Encourage States to Allow Armed School Staff",
315429133,3/11/2018,Ask me what I will do with  fist?? Non-violently - of course,
3177324263,3/11/2018,ArticleDelineatesTheDanger &PotentialOf  OfNational   OnePoliticalGroupMayBeWell IntentionedButLaterOn AnotherHitleristicDictatorMindedPoliticalGroupAttainingGovtPower&ControlMayTurnUr WorstNightmareIntoReality,
32215341,3/11/2018,Tide pod eating  teens looking more like  -  desperately pushing nazism on the,
32497953,3/11/2018,"How many suicides? Nothing says we care about lives, mental health like  laws that scapegoat/criminalize mental illness; we'll throw you in prison w/little to no treatment (& likely torture you in solitary) if you cross me..",
325342540,3/11/2018,"Remember: While traumatizing your students, never miss an opportunity to make them racist!!",
326749024,3/11/2018,"_harbison That is the go to ""who is paying you"" They are confusing you with themselves",
32676418,3/11/2018,_MissSunshine         _Resists    Thanks Lynsey Sunshine,
326859882,3/11/2018," Yes, sue the schools into oblivion.  have it right. We don't need   =  because   "", "" _Milano  have it right.  =  because   An alternative to  because "")",
3383234759,3/11/2018,"This past Tuesday, Washington State banned . Is your state taking action on ? You can message your state representatives and senators with  to tell them if you support or oppose this kind of legislation:",
3397463120,3/11/2018,I have an honest and sincere question for anyone who is knowledgeable on the  issue. Q: can I be against gun control and also be against people under 21 owning assault weapons ?,
3402874684,3/11/2018,tried very very hard on  to keep us from understanding that he himself is blocking gun legislation. Is he ashamed?,
34611062,3/11/2018,"Love this video by  explaining the  debate with a little help from cats, the unofficial mascots of the internet! via",
346854774,3/11/2018,Is it background noise or white noise? Not sure  will address this issue.  and wellness,
35027204,3/11/2018,That was short lived and now moving to .,
35364393,3/11/2018,"I had wondered about this specifically myself, because it really barely simulates automatic fire. Legislators don??t seem to know much about the guns their making laws on.",
35654845,3/11/2018,The Lefts solution: PROBLEM: The  failed to...,
36207727,3/11/2018,Hey  my friend - in today's  week summary u forgot 2 mention that Trump's  &   mtg r both distractions from teenagers demanding  after 17 Americans slaughtered. Trump scared of  AND .,
36599734,3/11/2018,"Should  be allowed to play with guns? Read 's interview w/ Melinda Walden, professor & early childhood teacher who did an experiment w/ kids & guns. Read this & share ur thoughts!    "", ""Should  be allowed to play with guns? Read 's interview w/ Melinda Walden, professor & early childhood teacher who did an experiment w/ kids & guns. Read this & share ur thoughts!    "")",
36690283,3/11/2018,Trump administration takes first step to ban bump stocks     [Make America Gun-less Again],
368741363,3/11/2018,"And the NRA is probably very proud of him for doing that. What is wrong with you, America?! Can??t you see what you??re creating?!",
375682965,3/11/2018,"  that works! Not this crap!"", ""Further evidence of the   to get exactly what it wants!! "")",
38081361,3/11/2018,"._Milano hope you can help  stick to their word, second time around",
3815220455,3/11/2018,"If a shooter were to threaten ohio schools, what could educators do?",
386751727,3/11/2018,SIGN: Congress needs to stop taking NRA moneyvia,
388543577,3/11/2018,"Three Shot, Killed at Veterans Home Despite Stringent California Gun Controls",
40125453,3/11/2018," & .... Mass shootings always give them opportunity to achieve their goal.. More  Mass Shootings..."", ""   _drfister         & .... Mass shootings always give them opportunity to achieve their goal.."")",
408789936,3/11/2018,This!,
4186649956,3/11/2018,"_HAROLDPRETZEL_     Staying home for Spring Break will do good to none. Besides if you think that, then why care?  will happen bc there can b enough people that support semi-automatic weapons i",
4212476205,3/11/2018,"My mom is, among many other wonderful things, a fantastic cartoonist. I think this is comic??on gun control??is one of the best and most necessary comics she??s ever made. Please share it with anyone you think should read it.",
4245704895,3/11/2018,And this is happening in a state with some of the most stringent  laws in the  - SMH...,
4434659660,3/11/2018,"You realize the vast majority of Republicans do not believe basic healthcare is a right all Americans deserve, right? That includes mental health. So that argument doesn't even work.  is needed either way because not",
446120035,3/11/2018,"Yeeeesss! You GO, young people!!!",
4465932492,3/11/2018,"       "", ""       "")",
44798696,3/11/2018,"So stupid.     ??        _kasky _kasky   "", "" So stupid.             _kasky _kasky   "")",
45652757,3/11/2018,What parents should know about the National School Walkoutvia,
458886614,3/11/2018,General Assembly Considers Gun Buyer Reference Check &  Bills:,
46224161,3/11/2018,Chart of the Day: Why we need uniform national  via,
462474934,3/11/2018,Maybe we can begin with these non-aggressive approaches to ??gun control solutions?? and see if it helps. We can??t just not do anything anymore. Time to start test running shit,
475499381,3/11/2018,It??s time for  to get rid of  monopolies FOR CAUSE. Heh   our kids are not your props.,
485107834,3/11/2018,Kudos to the Trump administration for finally taking some steps on  !  no-one else did anything about it.,
4862053260,3/11/2018,Gunman in deadly veterans home shooting made earlier threat  OF COURSE he was kicked out FOR GOOD REASON,
49144045,3/11/2018,Sometimes you can find simpme  on a t-shirt from .,
50850981,3/11/2018,regarding  and   supporting,
511351191,3/11/2018,"NEW INSPIRATIONAL SONG COMING AT U LIVE AND DIRECT IN A MIN                     "", ""About to write the most powerful song I can about all the shit that's been going on in our society and America, for anyone who feels like they don't have a voice, this is for u!            ""
)",
51780731,3/11/2018,"""Assault Life""",
518893575,3/11/2018,South Africa & Zimbabwe just constitutionally F,
520392463,3/11/2018," to   w  Chad & Rich Icy on  or              13x"", "" to   w  Chad & Rich Icy on  or              11x"")",
52230962,3/11/2018,"So the  which is suing the state of Florida for the  law it did pass, got off easy considering what most Floridians really want.",
522890046,3/11/2018,"Yes,  this is what we think of your poster children for . Ridiculous isn't it?",
52992196,3/11/2018,shooting:  sues as Florida enacts gun-control law --,
54016818,3/11/2018,Let??s start the argument where it starts: I want to see a repeal of the Second Amendment.,
54395595,3/11/2018,"Will  lead the nation? ??For the world??s sake, the sun now rises in the West.?? On issues from  to   to  ??California has established itself as a pole of the   to President .??",
57264747,3/11/2018,"We need to end our habit of equivocating. When confronting a bully, you don??t say ??people are so mean??, you say ??there??s the bully right there!?? The problem is Republicans.    everything. Not ??Washington??, ??politicians??, or ??people?? - REPUBLICANS",
58855186,3/11/2018,Some healthcare groups charge into fight for gun control as others lag behind,
60113766,3/11/2018,TRUTH,
61722323,3/11/2018,All that says to me is,
618284718,3/11/2018,Can't sell them guns but they can enlist in the military and go to war.,
63219844,3/11/2018,"Glendale Galleria is a huge mall! Tons of people there for fun and shopping. We can??t stop idiots from shopping, but we can stop idiots from having GUNS!",
68031935,3/11/2018,Clueless Steve-O hasn't a clue what makes a good mother..or what one should do to be one.  Conservative survivors/heroes..Kyle and  are homies that don't play that--participating in C,
7.05E+17,3/11/2018,"        aren't problem  Problems &gt;     &gt;  &gt;        "", ""        aren't problem  Problems &gt;     &gt;  &gt;        ""
)",
7.07E+17,3/11/2018,Speaking of  and knife deaths:,
7.12E+17,3/11/2018,"""And because iniquity shall abound,the  of many shall  .""(Matt.24:12)",
7.19E+17,3/11/2018,Student  of  taking action,
722327756,3/11/2018,"SNOOPS misleads public on Mass Shooting statistics & Crime Prevention Research Center article. Why Snoops is NOT objective.      "", ""VA Delegate Nick Freitas Speech on Floor of House of Delegates well-reasoned speech on Gun Control & why the left can't have an honest conversation.      "")",
7.25E+17,3/11/2018,don??t forget about,
7407152,3/11/2018,Let's do this!,
7.41E+17,3/11/2018,Unbleachd 075 /  929 322 4595 /  &a,
