c1,c2,text,For Class
14529063,3/11/2018,"Harrold, Texas has teachers that carry guns to protect their school. And doesn't make the school feel like a prison at all to the students.",y
1497787496,3/11/2018,"Couldn??t he make exactly the same argument for gun manufacturers and gun dealers? They are making and selling products that are killing thousands of kids.  "", "" Couldn??t he make exactly the same argument for gun manufacturers and gun dealers? They are making and selling products that are killing thousands of kids.  "")",y
1546656000,3/11/2018,Yep. Not  but lefts agenda . Sad. Looks like  is just another static after all. No changes are being made ANYWHERE in our country to improve them. Misplaced focus,y
1556708424,3/11/2018,"Interesting, she says it??s the govt responsibility to keep us safe from gun violence? It is? Yet her solution is more govt who failed in the first place?",y
1579242810,3/11/2018,"_kasky As a parent, I fully support your battle for better gun control, and I applaud you for your bravery in standing up for a cause you believe in.",y
1606029594,3/11/2018,"More like when the anti-gun wingnuts boycott kroger, or any other place. Always seems to work out great, just not for the  crowd.",y
1663687578,3/11/2018,"Enforce  now! If the background check systems broke, fix it! Ask the NRA to pay for it with their blood money.",y
16747421,3/11/2018,aka    . A 3 year old shoots his 9 year old cousin. Who is responsible? The little boy? The owner of the gun? The laws that made that gun accessible to that child? The powers that control the laws? Y,y
179501264,3/11/2018,"If I'm being honest, I don't see how raising the gun age to 21 is going to help. I think lawmakers are just doing it to be like ""see! We did *something*""",y
18513241,3/11/2018,"Question for CA governor Jerry Brown: If enforcing federal  law is an \""act of war,\"" then enforcing a federal ban on semi-automatic weapons would also be an act of war, right?  "", ""How Many Lives Are Saved By Guns ?? And Why Don't Gun Controllers Care?  "", "": Obama is still repeating the completely debunked - and intentionally manipulated - claim that we've had 18 school shootings this year.  ""
)",y
1871420107,3/11/2018,Don??t f*%* with our 2nd amendment!,y
19037491,3/11/2018,"More than 1,000 people pack Hixson for ""Moms Demand Action"" meeting on gun violence. ""The Parkland, Florida school shooting massacre of 17 people is just the last straw for many Americans,"" said Morgan.",y
195045036,3/11/2018,"Fingers crossed for WI's CD01! Supporting . in the 14 Aug Democratic Primary Election! 24 yr teacher, mom, elected 2 school bd in Paul Ryan's home town, union leader, activist, progressive.",y
20449751,3/11/2018,Just like all the other times I see the  talk has faded away.,y
21115431,3/11/2018,Please made The  Promise to protect children from gun violence. Make yours at,y
2172706225,3/11/2018,Parents across the country are asking: what can I do to decrease ? It's easy. 1. REMOVE ALL GUNS FROM YOUR HOME 2. REMOVE ALL GUNS FROM YOUR HOME 3. VOTE FOR,y
2201782562,3/11/2018,"""They lived their lives selflessly to serve others & in particular to serve our ..."" Remembering the victims of the",y
2301628435,3/11/2018,"We need better  care, better laws on  & comprehensive medical help for all ! Let's vote in people who can help prevent tragedies like this in the future!",y
2318145036,3/11/2018,Let us not forget to support our kids on the  March on 24th 2018 If you can't physically March you know someone who can Let us get the guns taken off the streets & out of peoples hands who have no control,y
2369177203,3/11/2018,? More like gun confiscation. That's what many on the left want. That's why we need the,y
2491668756,3/11/2018,": \""They () are afraid that the government will come into their homes and take their guns. It is an unrealistic fear.\"" Slocum has received death threats due to her   legislation  "", "": \""If anything happens to the politicians or media that the  called out in their video, they will have blood on their hands.\"" Ref NRA video that threatens politicians & media    "", "": \""If it is 21 to have a beer, why is it so radical to be 21 to purchase a gun?\"" Topic  sure FL for new gun law    "", 
"": \""They () believe we should measure ourselves by how many guns we have, not how many children we lose.\""      "")",y
2497253862,3/11/2018,"_forest  And are its gun violence rates better than, for example in Europe -where guns are not forbidden but controlled? "", "": You do not ask teachers to shoot back, just as you do not expect policemen to teach. It simply makes no sense.   "")",y
253602252,3/11/2018,We don??t have to live with these weapons nor should we.,y
2592497046,3/11/2018,"If only the Left could truly obtain full  and ban all guns like the U.K., they could implement these same bullying tactics here in the U.S. and gain total control...Thank God for the 2nd Amendment (For now)",y
27193839,3/11/2018,Justice Department proposes banning rapid-fire bump stocks. Why weren't they already illegal?,y
2776376446,3/11/2018,".Must have been a rude awakening for a young man to realize that MSM journalists aren??t interested in facts or opinions, unless they fit the liberal narrative they??re pushing at the time.  is their goal and your views get in their way. Stand firm. Support",y
2955615302,3/11/2018,Arming teachers is not a solution. This is not the change that will save lives. Sad that ppl don??t get it. More guns doesn??t equal a better world. Ask the world!,y
2973323000,3/11/2018,"School Gun Attack Steps to Safety: 1) Run, 2) Hide, 3) Vote.",y
3011062804,3/11/2018,Using threats against those for gun control is showing exactly why we need,y
3064011446,3/11/2018,"You may be against the  and want to ban all guns. Even so, if the new FL gun law in violation of the 14th Amendment doesn't concern you, it should. A lot.",y
31621164,3/11/2018,"When asked about  back in October of 2017, just after  shot 600 people from a hotel room in Vegas,  talked about his support for a bill that did nothing to address gun violence. Typical Newhouse dodge.",y
3205232315,3/11/2018,"The People??s Organization For Progress (POP) supports the National School Walkout on March 14 to protest gun violence         "", ""We must ban military style assault rifles and high capacity magazines.   "")",y
32531887,3/11/2018,Know how I know the  is full of crap? They think 18 is mature enough to own as many guns as possible yet too young to speak out on important issues like . Because their only goal is selling more guns.,y
3259163534,3/11/2018,Glad to see I'm not the only one beating the drum about HR4909 with FiX-NICS SHOUT IT FROM THE ROOFTOPS THE VOTE IS NEXT WEEK!,y
3259435218,3/11/2018,"As an Anti-2A pro-gun grabbing jackass,  is a chickenshit coward who blocks people to avoid actual discussion of her worthless  viewpoint",y
3464260697,3/11/2018,"Pro-gun Jamie Gilt is shot by her four-year-old son in Putnam County, Florida | Daily Mail Online",y
353849714,3/11/2018,"To fight gun violence, we need LESS guns, not more We need better  We need to  We need a congress that will stand up to the  If the  won't cooperate, we'll",y
36139166,3/11/2018,we must stop this insanity,y
362229946,3/11/2018,"I've seen quite a few posts saying shit like ""obesity kills more people than guns...we should focus on that, not  "" But obesity isn't killing fucking CHILDREN, Carol. & someone else's obesity isn't killing anyone else?!?! Wtf. This is the logic we have to deal with?",y
3704931794,3/11/2018,Oh no look at how fast that weapon of war fires! We must ban assault pistols now!!,y
378385961,3/11/2018,Many mass gun assaults at US schools require school drills on surviving shootings & some educators worry students' march for  will 'disrupt' their education?!! What mental fog do these 'adults' inhabit?,y
384852760,3/11/2018,"What gun laws do is make criminal access to guns that much harder. Your false equivalency argument dies. Lift your head out of that  pit and look at how well  works for Canada, the UK, Nihon.. / h",y
390692637,3/11/2018,. Does this mean the draft age will also go to 21?  protests you can fight a war but can not have a drink or buy a gun?,y
408395872,3/11/2018,If you let 20 kids be shot by an assault rifle and do nothing to change the laws then you are guilty of murder........,y
41152007,3/11/2018,Fuck the NRA.,y
43377128,3/11/2018,"If ??killing our kids?? means the death penalty for drug dealers, it should also mean the death penalty for presidents, the NRA and congressmen who refuse to pass  laws and taking healthcare away, causing our kids to die.",y
44254190,3/11/2018,"Eliminate puppet politics: lobbyists to create interfacing technology to work w/federal background provide links to ICD-10 codes that, w/o violating HIPAA, flag to require further investigation & prevent guns put in wrong hands.",y
4491531140,3/11/2018,"As we approach the one-month anniversary of the Parkland mass shooting, notice not one politician talks about banning the weapon that makes these high death tolls possible",y
4602240394,3/11/2018,"I have to give credit to  for being the only republican Governor with the cohonas to stand up to the . Kudos brother! The new law is far from perfect, but its a good damn start!!!",y
47323271,3/11/2018,Praying for my fellow colleagues who were victims to this senseless violence.,y
473504980,3/11/2018,"So many things wrong with this video. One he describes the shooter as being a black male (how many mass shooters were black?! Don??t worry I??ll wait) two, this should??nt even have to be a drill",y
474899762,3/11/2018,_kasky _Milano As a Canadian this breaks my heart. As a father it makes me incredibly sad for the US. I have never in my children??s (now teenagers) lives ever worried about their safety at school. Ever. Not once. Not ever.,y
4872729485,3/11/2018,This is never ending. We need gun control NOW. NOT AFTER THOUGHTS AND PRAYERS. NOW!!!,y
561614650,3/11/2018,And  want them to vote   Creates Armbands to Advocate for  -,y
5746842,3/11/2018,The need for change is being heard - we must keep up the pressure,y
60961468,3/11/2018,"_News students are leading the way. So proud of my daughters speaking out.  Student walkouts have districts toeing a fine line between policy, rights",y
610375478,3/11/2018,In 1999  commented that mass murder in high schools was a natural occurrence and ??verged on trendy??. It??s been 19 years since then and  has done nothing to implement  What??s that say?,y
610919499,3/11/2018,"So harsh laws resulting in death are okay for drugs, but we shouldn't have gun control laws to prevent death?     "", ""Over 30,000 Americans dies every year due to guns. Here are upcoming dates where you can make a difference: National School Walk-out: March 14 March 24: March for our Lives April 20: Anniversary of Columbine    "")",y
618581414,3/11/2018,Time is Relative to everything we do in Life. Regardless of a Time Machine- We Watched Time Fly By and dd not Waste Time to Save that Time. We Let it Pass? Waste of Time-  and . Time is Running Out. Time cannot,y
621335481,3/11/2018,--&gt; _Guttenberg Parkland Shooting Victim's Father on Dedicating His Life to Fighting Gun Violence,y
64592238,3/11/2018,Went out of my way today to support  after they raised the age to purchase a gun to a more reasonable 21 years old.,y
741748003,3/11/2018,Brilliant: What If Buying a Gun Were Like Getting an Abortion?,y
7.44E+17,3/11/2018,"""People are realising  wld mean no more mass shootings; This is really bad for business!"" ""Here's a very stable genius thought: Let's make it a golden opportunity to sell more guns! (While blaming the victims & gun control advocates for 'exploiting Florida tragedy'..)""",y
754349774,3/11/2018,"One experience these kids have that these adults do not, is watching their classmates and teachers be slaughtered in front of their own eyes, fearing that they were next.",y
7.67E+17,3/11/2018,"Lawmakers, do your jobs and protect your people. Don't be afraid of the NRA. Don't be paid by the NRA. We have the right to life.       "", ""Don't be afraid of the NRA. What are they going to do? Lawsuits? Oppress the 1st Amendment for their twisted version of the 2nd Amendment?Fearlessly we can stand up to them and win our RIGHT TO BE ALIVE.      "")",y
78094182,3/11/2018,"THIS is real ! After One University Allows Guns On Campus, These Startling Results Have Liberals Slack-jawedvia _volve",y
81895098,3/11/2018,"Jaime Guttenberg could have been my daughter. She could have been yours. To do nothing and accept this as the new reality or, worse, to throw more weapons into the mix and think things will get better is irresponsible at best.",y
8.19E+17,3/11/2018,"I genuinely don't understand gun culture. To me, it looks like celebrating an instrument of death and human suffering. Why would anyone love that? Can someone explain the love of guns to me without rhetoric?",y
8.19E+17,3/11/2018,"John Wayne was a  advocate. Not many men had control over his gun like ""the Duke."" Having that kind of control can make a child like  feel inadequate and vulnerable. You know,  has to act like a man to con",y
8.25E+17,3/11/2018,"Who gives a crap? If we accidentally ban extra guns, that would be fine with most decent Americans.",y
8.30E+17,3/11/2018,Perspective | Gun rights are about keeping white men on topTruth.,y
8.38E+17,3/11/2018,"I will let this tweet speak for itself. Your gun fetish is a disease I can??t cure. The children who were shot at in Florida are being attacked by the nra and their crazed base like you. Shame on you !!!    "", ""Rabid gun defender quotes article about a BB gun killing an 8 year old girl. Hmmmm so death from other causes is a reason to allow weapons of war to be sold to civilians ? Their defenses have become comical   "", 
""These gun delusions get funnier and crazier by the day.    "", ""A gun crazed twitter maniac claiming the NRA has a 100 million members.  Also .... NRA Kills children "")",y
8.73E+17,3/11/2018,"_Milano Despite being a despicable comment against women, how exactly does that serve your argument? You like drug dealers having guns?",y
8.88E+17,3/11/2018,I wish there was an organization with a lot of resources that could promote meditation the way the NRA promotes guns.,y
8.94E+17,3/11/2018," People don??t hear way enough of this, of the ongoing trauma, fear, disabilities, the REAL costs of these daily shootings. Thank you for posting this. Instead of ignoring the outcomes, our nation needs to use justified anger to put in place"", ""       Courtlin Arrington must have been a wonderful soul who touched the lives of many.  "")",y
8.96E+17,3/11/2018,This makes 16 officers killed in the line of duty this year. Another reason to support gun control. It's not only kids being shot.,y
9.01E+17,3/11/2018,"WE ARE ALL PROUD OF YOU STUDENTS, WE HAVE YOUR BACK.",y
9.07E+17,3/11/2018,"AR-15 Sales are actually on the INCREASE after Florida                     "", ""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", 
""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", ""54% of Americans Want To Change The Gun Laws!                        "", 
""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", ""AR-15 Sales are actually on the INCREASE after Florida                     ""
)",y
911187666,3/11/2018,You can feel his heartache in this article. As the parent of a teenager I can??t even imagine the pain.,y
9.18E+17,3/11/2018,Happening in Indiana right now. GOP bait and switch to prevent debate.    ( Sent from WTHR ),y
9.18E+17,3/11/2018,I was watching the Gunner and I couldn't help but wonder what your politics are on,y
9.30E+17,3/11/2018,"""It's easier to get a gun than it is to get a license."" Having a license isn't a right guaranteed by the United States Constitution. Owning and carrying a firearm, is.",y
9.48E+17,3/11/2018,"This is disturbing in so many ways.  This CAN NOT be the new norm! My God this is heartbreaking. We must continue to come together as a Nation, despite race for the sake our children and their future!  My heart is broken by this drill...",y
9.49E+17,3/11/2018,This just proves that the  are a party of hatred as they have people like this wearing similar clothing to Nazis and spouting visceral. More evidence of  and  is the first step to an .,y
9.55E+17,3/11/2018,"If 18 year-olds have a constitutional right to own a military rifle, and they can be  then they have an equal right to drink! ! Let's make this go !         "", ""If 18 year-olds have a constitutional right to own a military rifle, then they have a constitutional right to buy beer and whiskey, too! Get busy,    ! ! Let's make this go !    ""
)",y
9.56E+17,3/11/2018,"It is statistically safer for anyone in the US to sit in metal tube traveling near the speed of sound, 20,000 feet in the air then it is for a child to learn in a classroom! LET THAT SINK IN.      "", ""It??s safer for anyone to sit in metal tube traveling near the speed of sound, 20,000 feet in the air then it is for a child to learn in a classroom! LET THAT SINK IN.      ""
)",y
9.60E+17,3/11/2018,The NRA is a terrorist organization repeat thw NRA is a terrorist organization,y
9.69E+17,3/11/2018,"Should go back to the Brady Bill. No AR's, no magazines with a capacity more than 10 rounds.    need to act.",y
9.71E+17,3/11/2018,this is inane. Kids can't buy cigarettes until 21 for their health. So what's the beef with being consistent with our guidelines.,y
97911392,3/11/2018,Gun control and proper Police training needed!,y
133321428,3/29/2018,"I just called on MI elected officials to pass a Red Flag law to help prevent gun tragedies in our state, will you join me?",y
1510432352,3/29/2018,Enough is ENOUGH. Good going  ! The majority of Americans are with you and the Parkland kids in gun reform.,y
151495144,3/29/2018,Advertisers Ditching Laura Ingraham's Show Over Attack On Parkland Survivorva  THAT'S SO RIGHT!!! Don't Waste The Strongest Movement in the US in years for . Be Part Of The Change To .,y
1521024950,3/29/2018,Statements like these are more than smear campaigns. They are earnest efforts to incite violence against these young activists.,y
1529128494,3/29/2018,This or that the best response is more guns may be the weirdest reaction to a shooting I've ever seen. This is worse than .,y
160916250,3/29/2018,"GFY. No one is trying to take away your stupid amendment. We do plan to take your assault weapons, high capacity magazines and background check loopholes.",y
16546467,3/29/2018,Supporters vs Mockers of Parkland survivors pretty much sums up Good vs Evil for me. Sad.,y
17052001,3/29/2018,"As the students of  take the world stage to demand stricter gun laws, many people in the Jackson metro area recall that 20 years ago, Rankin County had its own high-profile school shooting.",y
19288813,3/29/2018,another  of . That and also allowing their kids to be slaughtered in order to help push the  .,y
214042242,3/29/2018,"_SeanLawrence_   Your gun does not make you safer  You are far more likely to die from your own gun, or someone u know shoot. thems/or someone else with it (accid. or otherwise) than to ever have to defend yourself against criminal/intruder.",y
2429511498,3/29/2018,I know next to nothing about guns and I don't give a shit. I don't need to read some wall of words delineating the differences between different types of guns. What I know is that any weapon that can kill a bunch of people in seconds should be illegal.,y
248817681,3/29/2018,"We don't have a good enough system to deal with the human element."" Creepiest goddamn statement re  I've seen in a while. The human element. How to deal with it. Which, of course, means allowing the severely mentally ill to easily get guns still.",y
259356333,3/29/2018,You obviously missed the now deleted tweet from David Hogg sister. David and his sister created nazi-like arm bands to promote their  Ironically.,y
27380088,3/29/2018,"No one wants to take citizens guns, stop with that talk. It is the law abiding citizen who carries that may save our life one day. Everyone in their right minds have to understand an 18 yr old has no business with an assault rifle period.",y
29292353,3/29/2018,"Follow  for updates on UNC rally for   "", ""NC state senator  on  \""there are steps we can take, like universal background checks and extreme risk protective orders, that are long overdue\"" I'm proud I voted for Senator Jackson! On this +many issues he's very thoughtful.  "")",y
3226222869,3/29/2018,"was full of energy and inspiration. We were so incredibly moved to see our posters in the hands of students pushing for gun reform, walking out of schools and marching for their lives.",y
32329848,3/29/2018,I am a Democrat. I support the  and I also support common sense  with strengthened background checks and,y
3308215104,3/29/2018,"I don't want my generation to be known as the mass shooting' generation.      "", ""To all the kids speaking up about gun control, I say keep fighting the good fight. Fight for your future because these old white men won't. Make them understand, this shouldn't be NORMAL.      "")",y
3459399741,3/29/2018,"My thoughts when i hear people say its not guns its the people or gun control is about banning all guns  ...YOURE ALL BRAIN WASHED  "", 
""Gun control is actually people control..wake up people!  was written when they had muskets (wayyy back then) we all already know that its not the guns its the people..thats why people support gun control (NOT BAN) "")",y
37604996,3/29/2018,"Why stop at introducing more guns into the public arena? We should introduce gun DNA with our own so that we are not just good guys with guns, But good guy guns ourselves. Someone get Wayne Lapierre and Monsanto on the line. Checkmate,",y
3815220455,3/29/2018,"If a shooter were to threaten ohio schools, what could educators do?",y
49097116,3/29/2018,"Turning schools into fortresses where students are always under suspicion isn't anti-NRA. It's exactly what the NRA is advocating. FL is 45th in per pupil spending for public ed, but all of a sudden there's $400mill to turn our schools into fortresses all to avoid .",y
562942741,3/29/2018,keep it up David . There are millions of us who will go nowhere. We stand united for,y
66371700,3/29/2018,"'s do NOTHING to help with  or  after they exit the womb. Then they hurl insults at child survivors of . Yeah, great party and very fitting for  like  and the rest of the  .",y
82165424,3/29/2018,How the fuck can an 18 yr old Taiwanese EXCHANGE STUDENT obtain 9mm ammunition!? This is why we need gun control America,y
8.28E+17,3/29/2018,"To the  I would like to ask what you plan on doing to help curb gun violence in schools and on the streets? And please, don't tell me buy more guns. Or arm teachers. I want real solutions.",y
8.30E+17,3/29/2018,"_riley Controlling lead ammunition can save millions of Americans from risk of accidental lead poisoning. Billions of rounds of leaded ammo is sold per year in the US, and this lead ultimately can leach into Americans' bodies.",y
8.31E+17,3/29/2018,"Good people w/guns stop crime & save innocent lives. ---&gt;                "", ""Good people w/guns stop crime & save innocent lives. ---&gt;                ""
)",y
9.30E+17,3/29/2018,"I'm so fucking sick of people attacking school shooting survivors by claiming if they weren't bullies to the murderer, they wouldn't have been shot at. Fuck you. You're a piece of shit who lacks basic morals and intelligence.",y
9.68E+17,3/29/2018,_UnSilent_ Fucking idiots just have to keep perpetuating this lie! No the movement is ONLY saying we need to ban semi-automatic Weapons made for KILLING PEOPLE!,y
100701580,3/30/2018,The wave of youth washing out the Republicans who can't see the what is happening with  and efforts to protect our young people from carnage will continue for a long time.  will the  be interpreted so irrationally.,y
1009541828,3/30/2018,"A brief history of the assault rifle Stop repeating the nonsense, dishonest, deliberate evasion of Define an Assault Rifle! The design is clear, purposeful, and specific. Ban them now.",y
1115736266,3/30/2018,"_Resists    _Resists       and the  is: politicians need to support the will of the people, not  or Corp. donors. The people say      Want  for children to not be murdered in school.",y
113161893,3/30/2018,"I am tired of hearing about  and . There are truly some measures that could be taken to curb gun violence, but nothing will happen while people scream Repeal the",y
1170137263,3/30/2018,The students from Parkland are not giving up. And we shouldn't either. It's time to do something about  - Call your Members of Congress and urge them to act.,y
1173280681,3/30/2018,"Thinking you could fend off the US military with just a handful of automatic guns is like thinking you could beat a racecar with a Segway.    "", ""If you think a military that spends $600,000,000,000 a year is staging fake tragedies just to take your guns away, you have a mental disease. If genocide was their mission, an automatic gun would be no defense.  "")",y
1312012135,3/30/2018,"I have seen people critizing others for bringing up the bullying issue in the  shootings. They say it is victim blaming the spouse of an abusive husband. No, it is more like blaming the abusive husband when the wife shoots him.",y
